Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q5UIP0|RIF1_HUMAN	Q5UIP0	RIF1_HUMAN	RIF1	2472	false	false	Homo sapiens	Telomere-associated protein RIF1	1:Experimental evidence at protein level	12.78	1.0000	0.9990	0.00000000000000	21	21	21	52	52	52	     0	     0	     0	13C(57.0214), 14C(57.0214), 15C(57.0214), 1C(57.0214), 8C(57.0214)		
sp|Q5VIR6|VPS53_HUMAN	Q5VIR6	VPS53_HUMAN	VPS53	832	false	false	Homo sapiens	Vacuolar protein sorting-associated protein 53 homolog	1:Experimental evidence at protein level	10.46	1.0000	0.9990	0.00000000000000	4	4	4	8	8	8	     0	     0	     0	1C(57.0214), 5C(57.0214)		
sp|Q5VT52|RPRD2_HUMAN	Q5VT52	RPRD2_HUMAN	RPRD2	1461	false	false	Homo sapiens	Regulation of nuclear pre-mRNA domain-containing protein 2	1:Experimental evidence at protein level	26.63	1.0000	0.9990	0.00000000000000	23	23	23	59	59	59	     0	     0	     0	14C(57.0214), 26C(57.0214), 4C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|Q5VT66|MARC1_HUMAN	Q5VT66	MARC1_HUMAN	MTARC1	337	false	false	Homo sapiens	Mitochondrial amidoxime-reducing component 1	1:Experimental evidence at protein level	16.91	1.0000	0.9990	0.00000000000000	3	2	3	10	7	10	     0	     0	     0	9C(57.0214)		
sp|Q5VT79|AXA81_HUMAN	Q5VT79	AXA81_HUMAN	ANXA8L1	327	false	false	Homo sapiens	Annexin A8-like protein 1	2:Experimental evidence at transcript level	39.45	1.0000	0.9990	0.00000000000000	8	1	8	27	4	27	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|Q5VTL8|PR38B_HUMAN	Q5VTL8	PR38B_HUMAN	PRPF38B	546	false	false	Homo sapiens	Pre-mRNA-splicing factor 38B	1:Experimental evidence at protein level	26.19	1.0000	0.9990	0.00000000000000	9	9	9	35	35	35	     0	     0	     0	13C(57.0214), 28C(57.0214), 5C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|Q5VTR2|BRE1A_HUMAN	Q5VTR2	BRE1A_HUMAN	RNF20	975	false	false	Homo sapiens	E3 ubiquitin-protein ligase BRE1A	1:Experimental evidence at protein level	6.77	1.0000	0.9990	0.00000000000000	5	5	5	10	10	10	     0	     0	     0			
sp|Q5VW32|BROX_HUMAN	Q5VW32	BROX_HUMAN	BROX	411	false	false	Homo sapiens	BRO1 domain-containing protein BROX	1:Experimental evidence at protein level	13.63	1.0000	0.9990	0.00000000000000	4	4	4	13	13	13	     0	     0	     0	10C(57.0214)		
sp|Q5VW36|FOCAD_HUMAN	Q5VW36	FOCAD_HUMAN	FOCAD	1801	false	false	Homo sapiens	Focadhesin	1:Experimental evidence at protein level	4.66	1.0000	0.9989	0.00000000000000	6	6	6	6	6	6	     0	     0	     0	18C(57.0214), 2C(57.0214), 9C(57.0214)		
sp|Q5VYK3|ECM29_HUMAN	Q5VYK3	ECM29_HUMAN	ECPAS	1845	false	false	Homo sapiens	Proteasome adapter and scaffold protein ECM29	1:Experimental evidence at protein level	32.74	1.0000	0.9990	0.00000000000000	43	43	43	129	129	129	     0	     0	     0	13C(57.0214), 3C(57.0214), 4C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q5VYS8|TUT7_HUMAN	Q5VYS8	TUT7_HUMAN	TUT7	1495	false	false	Homo sapiens	Terminal uridylyltransferase 7	1:Experimental evidence at protein level	4.75	1.0000	0.9990	0.00000000000000	4	4	4	11	11	11	     0	     0	     0	18C(57.0214), 9C(57.0214)		
sp|Q5VZK9|CARL1_HUMAN	Q5VZK9	CARL1_HUMAN	CARMIL1	1371	false	false	Homo sapiens	F-actin-uncapping protein LRRC16A	1:Experimental evidence at protein level	7.29	1.0000	0.9990	0.00000000000000	7	7	7	9	9	9	     0	     0	     0	2C(57.0214), 9C(57.0214)		
sp|Q5VZL5|ZMYM4_HUMAN	Q5VZL5	ZMYM4_HUMAN	ZMYM4	1548	false	false	Homo sapiens	Zinc finger MYM-type protein 4	1:Experimental evidence at protein level	6.01	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|Q5XKP0|MIC13_HUMAN	Q5XKP0	MIC13_HUMAN	MICOS13	118	false	false	Homo sapiens	MICOS complex subunit MIC13	1:Experimental evidence at protein level	62.71	1.0000	0.9990	0.00000000000000	3	3	3	30	30	30	     0	     0	     0	17C(57.0214)		
sp|Q5ZPR3|CD276_HUMAN	Q5ZPR3	CD276_HUMAN	CD276	534	false	false	Homo sapiens	CD276 antigen	1:Experimental evidence at protein level	23.22	1.0000	0.9990	0.00000000000000	5	5	5	18	18	18	     0	     0	     0	9C(57.0214)		
sp|Q63HN8|RN213_HUMAN	Q63HN8	RN213_HUMAN	RNF213	5207	false	false	Homo sapiens	E3 ubiquitin-protein ligase RNF213	1:Experimental evidence at protein level	1.86	1.0000	0.9990	0.00000000000000	7	7	7	12	12	12	     0	     0	     0	11C(57.0214), 14C(57.0214), 3C(57.0214)		
sp|Q63ZY3|KANK2_HUMAN	Q63ZY3	KANK2_HUMAN	KANK2	851	false	false	Homo sapiens	KN motif and ankyrin repeat domain-containing protein 2	1:Experimental evidence at protein level	12.81	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	     0	     0	     0	12C(57.0214), 4C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q641Q2|WAC2A_HUMAN	Q641Q2	WAC2A_HUMAN	WASHC2A	1341	false	false	Homo sapiens	WASH complex subunit 2A	1:Experimental evidence at protein level	13.87	1.0000	0.9990	0.00000000000000	11	1	11	30	1	30	     0	     0	     0			
sp|Q658Y4|F91A1_HUMAN	Q658Y4	F91A1_HUMAN	FAM91A1	838	false	false	Homo sapiens	Protein FAM91A1	1:Experimental evidence at protein level	7.64	1.0000	0.9990	0.00000000000000	4	4	4	9	9	9	     0	     0	     0	12C(57.0214), 1C(57.0214)		
sp|Q66K74|MAP1S_HUMAN	Q66K74	MAP1S_HUMAN	MAP1S	1059	false	false	Homo sapiens	Microtubule-associated protein 1S	1:Experimental evidence at protein level	25.97	1.0000	0.9990	0.00000000000000	14	14	14	37	37	37	     0	     0	     0	11C(57.0214), 14C(57.0214), 19C(57.0214), 25C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|Q66PJ3|AR6P4_HUMAN	Q66PJ3	AR6P4_HUMAN	ARL6IP4	237	false	false	Homo sapiens	ADP-ribosylation factor-like protein 6-interacting protein 4	1:Experimental evidence at protein level	19.83	1.0000	0.9990	0.00000000000000	3	3	3	9	9	9	     0	     0	     0			
sp|Q68CQ4|UTP25_HUMAN	Q68CQ4	UTP25_HUMAN	UTP25	756	false	false	Homo sapiens	U3 small nucleolar RNA-associated protein 25 homolog	1:Experimental evidence at protein level	8.99	1.0000	0.9990	0.00000000000000	5	5	5	13	13	13	     0	     0	     0			
sp|Q68CQ7|GL8D1_HUMAN	Q68CQ7	GL8D1_HUMAN	GLT8D1	371	false	false	Homo sapiens	Glycosyltransferase 8 domain-containing protein 1	1:Experimental evidence at protein level	17.25	1.0000	0.9990	0.00000000000000	5	5	5	8	8	8	     0	     0	     0			
sp|Q68CZ6|HAUS3_HUMAN	Q68CZ6	HAUS3_HUMAN	HAUS3	603	false	false	Homo sapiens	HAUS augmin-like complex subunit 3	1:Experimental evidence at protein level	5.97	1.0000	0.9990	0.00000000000000	3	3	3	5	5	5	     0	     0	     0	1C(57.0214), 3C(57.0214)		
sp|Q68E01|INT3_HUMAN	Q68E01	INT3_HUMAN	INTS3	1043	false	false	Homo sapiens	Integrator complex subunit 3	1:Experimental evidence at protein level	21.86	1.0000	0.9990	0.00000000000000	14	14	14	32	32	32	     0	     0	     0	11C(57.0214), 20C(57.0214), 2C(57.0214), 3C(57.0214)		
sp|Q68EM7|RHG17_HUMAN	Q68EM7	RHG17_HUMAN	ARHGAP17	881	false	false	Homo sapiens	Rho GTPase-activating protein 17	1:Experimental evidence at protein level	19.41	1.0000	0.9990	0.00000000000000	9	9	9	20	20	20	     0	     0	     0	5C(57.0214), 9C(57.0214)		
sp|Q69YN2|C19L1_HUMAN	Q69YN2	C19L1_HUMAN	CWF19L1	538	false	false	Homo sapiens	CWF19-like protein 1	1:Experimental evidence at protein level	15.80	1.0000	0.9990	0.00000000000000	5	5	5	20	20	20	     0	     0	     0	11C(57.0214), 1C(57.0214), 8C(57.0214)		
sp|Q69YN4|VIR_HUMAN	Q69YN4	VIR_HUMAN	VIRMA	1812	false	false	Homo sapiens	Protein virilizer homolog	1:Experimental evidence at protein level	7.28	1.0000	0.9990	0.00000000000000	10	10	10	16	16	16	     0	     0	     0	3C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q6AI08|HEAT6_HUMAN	Q6AI08	HEAT6_HUMAN	HEATR6	1181	false	false	Homo sapiens	HEAT repeat-containing protein 6	1:Experimental evidence at protein level	4.74	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|Q6DD88|ATLA3_HUMAN	Q6DD88	ATLA3_HUMAN	ATL3	541	false	false	Homo sapiens	Atlastin-3	1:Experimental evidence at protein level	51.76	1.0000	0.9990	0.00000000000000	20	20	20	104	104	104	     0	     0	     0	11C(57.0214), 7C(57.0214)		
sp|Q6DKI1|RL7L_HUMAN	Q6DKI1	RL7L_HUMAN	RPL7L1	255	false	false	Homo sapiens	Ribosomal protein uL30-like	1:Experimental evidence at protein level	26.67	1.0000	0.9990	0.00000000000000	6	6	6	24	24	24	     0	     0	     0			
sp|Q6DN03|H2B2C_HUMAN	Q6DN03	H2B2C_HUMAN	H2BC20P	193	false	false	Homo sapiens	Putative histone H2B type 2-C	5:Protein uncertain	12.95	1.0000	0.9990	0.00000000000000	3	0	3	27	0	27	     0	     0	     0	2M(15.9949), 5M(15.9949)		sp|Q6DRA6|H2B2D_HUMAN
sp|Q6EEV4|GL1AD_HUMAN	Q6EEV4	GL1AD_HUMAN	POLR2M	148	false	false	Homo sapiens	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	1:Experimental evidence at protein level	25.00	1.0000	0.9990	0.00000000000000	2	2	2	5	5	5	     0	     0	     0			
sp|Q6FI81|CPIN1_HUMAN	Q6FI81	CPIN1_HUMAN	CIAPIN1	312	false	false	Homo sapiens	Anamorsin	1:Experimental evidence at protein level	45.83	1.0000	0.9990	0.00000000000000	11	11	11	27	27	27	     0	     0	     0	1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q6GMV3|PTRD1_HUMAN	Q6GMV3	PTRD1_HUMAN	PTRHD1	140	false	false	Homo sapiens	Putative peptidyl-tRNA hydrolase PTRHD1	1:Experimental evidence at protein level	24.29	1.0000	0.9990	0.00000000000000	3	3	3	17	17	17	     0	     0	     0			
sp|Q6GQQ9|OTU7B_HUMAN	Q6GQQ9	OTU7B_HUMAN	OTUD7B	843	false	false	Homo sapiens	OTU domain-containing protein 7B	1:Experimental evidence at protein level	7.47	1.0000	0.9990	0.00000000000000	3	3	3	5	5	5	     0	     0	     0	26C(57.0214)		
sp|Q6I9Y2|THOC7_HUMAN	Q6I9Y2	THOC7_HUMAN	THOC7	204	false	false	Homo sapiens	THO complex subunit 7 homolog	1:Experimental evidence at protein level	39.71	1.0000	0.9990	0.00000000000000	6	6	6	18	18	18	     0	     0	     0	2C(57.0214), 4C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|Q6IA86|ELP2_HUMAN	Q6IA86	ELP2_HUMAN	ELP2	826	false	false	Homo sapiens	Elongator complex protein 2	1:Experimental evidence at protein level	18.89	1.0000	0.9990	0.00000000000000	10	10	10	23	23	23	     0	     0	     0	11C(57.0214), 12C(57.0214), 13C(57.0214), 19C(57.0214), 2C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q6IAA8|LTOR1_HUMAN	Q6IAA8	LTOR1_HUMAN	LAMTOR1	161	false	false	Homo sapiens	Ragulator complex protein LAMTOR1	1:Experimental evidence at protein level	37.27	1.0000	0.9990	0.00000000000000	4	4	4	16	16	16	     0	     0	     0			
sp|Q6IAN0|DRS7B_HUMAN	Q6IAN0	DRS7B_HUMAN	DHRS7B	325	false	false	Homo sapiens	Dehydrogenase/reductase SDR family member 7B	1:Experimental evidence at protein level	17.23	1.0000	0.9990	0.00000000000000	4	4	4	8	8	8	     0	     0	     0			
sp|Q6IBS0|TWF2_HUMAN	Q6IBS0	TWF2_HUMAN	TWF2	349	false	false	Homo sapiens	Twinfilin-2	1:Experimental evidence at protein level	49.00	1.0000	0.9990	0.00000000000000	12	10	10	59	52	52	     0	     0	     0	12C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q6IN85|P4R3A_HUMAN	Q6IN85	P4R3A_HUMAN	PPP4R3A	833	false	false	Homo sapiens	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	1:Experimental evidence at protein level	16.69	1.0000	0.9990	0.00000000000000	10	8	10	29	26	29	     0	     0	     0	3C(57.0214)		
sp|Q6IQ49|SDE2_HUMAN	Q6IQ49	SDE2_HUMAN	SDE2	451	false	false	Homo sapiens	Splicing regulator SDE2	1:Experimental evidence at protein level	8.43	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|Q6KB66|K2C80_HUMAN	Q6KB66	K2C80_HUMAN	KRT80	452	false	false	Homo sapiens	Keratin, type II cytoskeletal 80	1:Experimental evidence at protein level	10.40	1.0000	0.9990	0.00000000000000	4	3	3	9	4	4	     0	     0	     0			
sp|Q6KC79|NIPBL_HUMAN	Q6KC79	NIPBL_HUMAN	NIPBL	2804	false	false	Homo sapiens	Nipped-B-like protein	1:Experimental evidence at protein level	10.06	1.0000	0.9990	0.00000000000000	19	19	19	40	40	40	     0	     0	     0	11C(57.0214), 12C(57.0214), 17C(57.0214), 2C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q6L8Q7|PDE12_HUMAN	Q6L8Q7	PDE12_HUMAN	PDE12	609	false	false	Homo sapiens	2',5'-phosphodiesterase 12	1:Experimental evidence at protein level	40.89	1.0000	0.9990	0.00000000000000	14	14	14	44	44	44	     0	     0	     0	11C(57.0214), 15C(57.0214), 1C(57.0214), 22C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q6NUK1|SCMC1_HUMAN	Q6NUK1	SCMC1_HUMAN	SLC25A24	477	false	false	Homo sapiens	Mitochondrial adenyl nucleotide antiporter SLC25A24	1:Experimental evidence at protein level	55.14	1.0000	0.9990	0.00000000000000	20	20	20	97	97	97	     0	     0	     0	10C(57.0214), 13C(57.0214), 20C(57.0214)		
sp|Q6NUM9|RETST_HUMAN	Q6NUM9	RETST_HUMAN	RETSAT	610	false	false	Homo sapiens	All-trans-retinol 13,14-reductase	1:Experimental evidence at protein level	11.97	1.0000	0.9990	0.00000000000000	5	5	5	14	14	14	     0	     0	     0	3C(57.0214)		
sp|Q6NUQ4|TM214_HUMAN	Q6NUQ4	TM214_HUMAN	TMEM214	689	false	false	Homo sapiens	Transmembrane protein 214	1:Experimental evidence at protein level	25.40	1.0000	0.9990	0.00000000000000	15	15	15	41	41	41	     0	     0	     0	11C(57.0214), 12C(57.0214), 15C(57.0214), 2C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|Q6NVY1|HIBCH_HUMAN	Q6NVY1	HIBCH_HUMAN	HIBCH	386	false	false	Homo sapiens	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1:Experimental evidence at protein level	33.68	1.0000	0.9990	0.00000000000000	9	9	9	20	20	20	     0	     0	     0	12C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|Q6NXR4|TTI2_HUMAN	Q6NXR4	TTI2_HUMAN	TTI2	508	false	false	Homo sapiens	TELO2-interacting protein 2	1:Experimental evidence at protein level	8.66	1.0000	0.9990	0.00000000000000	3	3	3	6	6	6	     0	     0	     0	10C(57.0214)		
sp|Q6NYC1|JMJD6_HUMAN	Q6NYC1	JMJD6_HUMAN	JMJD6	403	false	false	Homo sapiens	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	1:Experimental evidence at protein level	15.38	1.0000	0.9990	0.00000000000000	5	5	5	10	10	10	     0	     0	     0	2C(57.0214)		
sp|Q6NYC8|PPR18_HUMAN	Q6NYC8	PPR18_HUMAN	PPP1R18	613	false	false	Homo sapiens	Phostensin	1:Experimental evidence at protein level	10.77	1.0000	0.9990	0.00000000000000	3	3	3	9	9	9	     0	     0	     0			
sp|Q6NZ67|MZT2B_HUMAN	Q6NZ67	MZT2B_HUMAN	MZT2B	158	false	false	Homo sapiens	Mitotic-spindle organizing protein 2B	1:Experimental evidence at protein level	43.67	1.0000	0.9990	0.00000000000000	3	1	3	8	3	8	     0	     0	     0	N-term(42.0106)		
sp|Q6NZI2|CAVN1_HUMAN	Q6NZI2	CAVN1_HUMAN	CAVIN1	390	false	false	Homo sapiens	Caveolae-associated protein 1	1:Experimental evidence at protein level	15.38	1.0000	0.9990	0.00000000000000	4	4	4	8	8	8	     0	     0	     0			
sp|Q6NZY4|ZCHC8_HUMAN	Q6NZY4	ZCHC8_HUMAN	ZCCHC8	707	false	false	Homo sapiens	Zinc finger CCHC domain-containing protein 8	1:Experimental evidence at protein level	27.86	1.0000	0.9990	0.00000000000000	12	12	12	28	28	28	     0	     0	     0	2C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|Q6P161|RM54_HUMAN	Q6P161	RM54_HUMAN	MRPL54	138	false	false	Homo sapiens	Large ribosomal subunit protein mL54	1:Experimental evidence at protein level	48.55	1.0000	0.9990	0.00000000000000	4	4	4	9	9	9	     0	     0	     0	14C(57.0214), 5C(57.0214)		
sp|Q6P1A2|MBOA5_HUMAN	Q6P1A2	MBOA5_HUMAN	LPCAT3	487	false	false	Homo sapiens	Lysophospholipid acyltransferase 5	1:Experimental evidence at protein level	13.35	1.0000	0.9990	0.00000000000000	4	4	4	18	18	18	     0	     0	     0	N-term(42.0106)		
sp|Q6P1J9|CDC73_HUMAN	Q6P1J9	CDC73_HUMAN	CDC73	531	false	false	Homo sapiens	Parafibromin	1:Experimental evidence at protein level	20.72	1.0000	0.9990	0.00000000000000	9	9	9	31	31	31	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q6P1K2|PMF1_HUMAN	Q6P1K2	PMF1_HUMAN	PMF1	205	false	false	Homo sapiens	Polyamine-modulated factor 1	1:Experimental evidence at protein level	20.49	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	     0	     0	     0	12C(57.0214), 13C(57.0214), N-term(42.0106)		
sp|Q6P1L8|RM14_HUMAN	Q6P1L8	RM14_HUMAN	MRPL14	145	false	false	Homo sapiens	Large ribosomal subunit protein uL14m	1:Experimental evidence at protein level	41.38	1.0000	0.9990	0.00000000000000	5	5	5	17	17	17	     0	     0	     0			
sp|Q6P1M0|S27A4_HUMAN	Q6P1M0	S27A4_HUMAN	SLC27A4	643	false	false	Homo sapiens	Long-chain fatty acid transport protein 4	1:Experimental evidence at protein level	18.66	1.0000	0.9990	0.00000000000000	9	8	9	25	21	25	     0	     0	     0	13C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|Q6P1N0|C2D1A_HUMAN	Q6P1N0	C2D1A_HUMAN	CC2D1A	951	false	false	Homo sapiens	Coiled-coil and C2 domain-containing protein 1A	1:Experimental evidence at protein level	5.57	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	     0	     0	     0			
sp|Q6P1N9|TATD1_HUMAN	Q6P1N9	TATD1_HUMAN	TATDN1	297	false	false	Homo sapiens	Deoxyribonuclease TATDN1	1:Experimental evidence at protein level	40.07	1.0000	0.9990	0.00000000000000	9	9	9	26	26	26	     0	     0	     0	10C(57.0214), 18C(57.0214), 1C(57.0214), 7C(57.0214)		
sp|Q6P2E9|EDC4_HUMAN	Q6P2E9	EDC4_HUMAN	EDC4	1401	false	false	Homo sapiens	Enhancer of mRNA-decapping protein 4	1:Experimental evidence at protein level	30.55	1.0000	0.9990	0.00000000000000	24	24	24	77	77	77	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q6P2Q9|PRP8_HUMAN	Q6P2Q9	PRP8_HUMAN	PRPF8	2335	false	false	Homo sapiens	Pre-mRNA-processing-splicing factor 8	1:Experimental evidence at protein level	44.28	1.0000	0.9990	0.00000000000000	80	80	80	306	306	306	     0	     0	     0	10C(57.0214), 11C(57.0214), 13C(57.0214), 14C(57.0214), 19C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q6P3W7|SCYL2_HUMAN	Q6P3W7	SCYL2_HUMAN	SCYL2	929	false	false	Homo sapiens	SCY1-like protein 2	1:Experimental evidence at protein level	10.55	1.0000	0.9990	0.00000000000000	6	6	6	10	10	10	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|Q6P3X3|TTC27_HUMAN	Q6P3X3	TTC27_HUMAN	TTC27	843	false	false	Homo sapiens	Tetratricopeptide repeat protein 27	1:Experimental evidence at protein level	7.47	1.0000	0.9990	0.00000000000000	5	5	5	9	9	9	     0	     0	     0			
sp|Q6P587|FAHD1_HUMAN	Q6P587	FAHD1_HUMAN	FAHD1	224	false	false	Homo sapiens	Acylpyruvase FAHD1, mitochondrial	1:Experimental evidence at protein level	54.91	1.0000	0.9990	0.00000000000000	7	7	7	38	38	38	     0	     0	     0	17C(57.0214), 6C(57.0214)		
sp|Q6P996|PDXD1_HUMAN	Q6P996	PDXD1_HUMAN	PDXDC1	788	false	false	Homo sapiens	Pyridoxal-dependent decarboxylase domain-containing protein 1	1:Experimental evidence at protein level	12.06	1.0000	0.9990	0.00000000000000	6	3	6	13	9	13	     0	     0	     0	10C(57.0214), 19C(57.0214)		
sp|Q6PD62|CTR9_HUMAN	Q6PD62	CTR9_HUMAN	CTR9	1173	false	false	Homo sapiens	RNA polymerase-associated protein CTR9 homolog	1:Experimental evidence at protein level	19.78	1.0000	0.9990	0.00000000000000	16	16	16	55	55	55	     0	     0	     0	2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q6PGP7|SKI3_HUMAN	Q6PGP7	SKI3_HUMAN	SKIC3	1564	false	false	Homo sapiens	Superkiller complex protein 3	1:Experimental evidence at protein level	12.53	1.0000	0.9990	0.00000000000000	11	11	11	21	21	21	     0	     0	     0	11C(57.0214), 19C(57.0214), 9C(57.0214)		
sp|Q6PI48|SYDM_HUMAN	Q6PI48	SYDM_HUMAN	DARS2	645	false	false	Homo sapiens	Aspartate--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	39.22	1.0000	0.9990	0.00000000000000	20	20	20	81	81	81	     0	     0	     0	3C(57.0214)		
sp|Q6PID6|TTC33_HUMAN	Q6PID6	TTC33_HUMAN	TTC33	262	false	false	Homo sapiens	Tetratricopeptide repeat protein 33	1:Experimental evidence at protein level	24.81	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|Q6PIU2|NCEH1_HUMAN	Q6PIU2	NCEH1_HUMAN	NCEH1	408	false	false	Homo sapiens	Neutral cholesterol ester hydrolase 1	1:Experimental evidence at protein level	40.69	1.0000	0.9990	0.00000000000000	12	12	12	51	51	51	     0	     0	     0	2C(57.0214), 6C(57.0214)		
sp|Q6PJG2|MDEAS_HUMAN	Q6PJG2	MDEAS_HUMAN	MIDEAS	1045	false	false	Homo sapiens	Mitotic deacetylase-associated SANT domain protein	1:Experimental evidence at protein level	6.12	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	     0	     0	     0			
sp|Q6PJG6|BRAT1_HUMAN	Q6PJG6	BRAT1_HUMAN	BRAT1	821	false	false	Homo sapiens	BRCA1-associated ATM activator 1	1:Experimental evidence at protein level	24.60	1.0000	0.9990	0.00000000000000	10	10	10	26	26	26	     0	     0	     0	13C(57.0214), 1C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q6PJT7|ZC3HE_HUMAN	Q6PJT7	ZC3HE_HUMAN	ZC3H14	736	false	false	Homo sapiens	Zinc finger CCCH domain-containing protein 14	1:Experimental evidence at protein level	33.42	1.0000	0.9990	0.00000000000000	15	15	15	41	41	41	     0	     0	     0	15C(57.0214), 2C(57.0214), 3C(57.0214)		
sp|Q6PKG0|LARP1_HUMAN	Q6PKG0	LARP1_HUMAN	LARP1	1096	false	false	Homo sapiens	La-related protein 1	1:Experimental evidence at protein level	36.04	1.0000	0.9990	0.00000000000000	25	22	25	85	78	85	     0	     0	     0	20C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q6PL18|ATAD2_HUMAN	Q6PL18	ATAD2_HUMAN	ATAD2	1390	false	false	Homo sapiens	ATPase family AAA domain-containing protein 2	1:Experimental evidence at protein level	21.01	1.0000	0.9990	0.00000000000000	21	18	21	50	47	50	     0	     0	     0	10C(57.0214), 13C(57.0214), 17C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214)		
sp|Q6R327|RICTR_HUMAN	Q6R327	RICTR_HUMAN	RICTOR	1708	false	false	Homo sapiens	Rapamycin-insensitive companion of mTOR	1:Experimental evidence at protein level	3.92	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	     0	     0	     0	5C(57.0214), 7C(57.0214)		
sp|Q6RFH5|WDR74_HUMAN	Q6RFH5	WDR74_HUMAN	WDR74	385	false	false	Homo sapiens	WD repeat-containing protein 74	1:Experimental evidence at protein level	36.10	1.0000	0.9990	0.00000000000000	10	10	10	28	28	28	     0	     0	     0	12C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q6RW13|ATRAP_HUMAN	Q6RW13	ATRAP_HUMAN	AGTRAP	159	false	false	Homo sapiens	Type-1 angiotensin II receptor-associated protein	1:Experimental evidence at protein level	30.19	1.0000	0.9990	0.00000000000000	3	3	3	17	17	17	     0	     0	     0			
sp|Q6UB35|C1TM_HUMAN	Q6UB35	C1TM_HUMAN	MTHFD1L	978	false	false	Homo sapiens	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	1:Experimental evidence at protein level	26.38	1.0000	0.9990	0.00000000000000	19	19	19	51	51	51	     0	     0	     0	12C(57.0214), 14C(57.0214), 15C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q6UN15|FIP1_HUMAN	Q6UN15	FIP1_HUMAN	FIP1L1	594	false	false	Homo sapiens	Pre-mRNA 3'-end-processing factor FIP1	1:Experimental evidence at protein level	24.41	1.0000	0.9990	0.00000000000000	8	8	8	26	26	26	     0	     0	     0			
sp|Q6UVK1|CSPG4_HUMAN	Q6UVK1	CSPG4_HUMAN	CSPG4	2322	false	false	Homo sapiens	Chondroitin sulfate proteoglycan 4	1:Experimental evidence at protein level	20.97	1.0000	0.9990	0.00000000000000	29	29	29	67	67	67	     0	     0	     0	12C(57.0214), 16C(57.0214), 8C(57.0214)		
sp|Q6UW63|PLGT2_HUMAN	Q6UW63	PLGT2_HUMAN	POGLUT2	502	false	false	Homo sapiens	Protein O-glucosyltransferase 2	1:Experimental evidence at protein level	20.12	1.0000	0.9990	0.00000000000000	7	7	7	14	14	14	     0	     0	     0	10C(57.0214), 4C(57.0214)		
